City,Datetime,Station,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Delhi,2023-10-31,Station_D2,430.1,230.9,73.6,59.8,20.5,43.6,1.19,59.1,150.1,14.63,20.13,7.64,23.6,Poor
Mumbai,2023-10-31,Station_M1,375.4,43.8,178.6,30.3,152.9,14.8,9.14,72.0,157.8,17.99,26.2,7.87,58.4,Very Poor
Mumbai,2023-10-31,Station_M2,251.8,453.5,7.4,52.2,0.6,18.2,8.33,0.9,138.0,0.84,20.8,5.18,118.5,Very Poor
Chennai,2023-10-31,Station_C1,480.7,109.5,128.7,47.3,54.5,43.5,7.89,80.4,71.5,16.89,4.33,3.77,354.4,Satisfactory
Chennai,2023-10-31,Station_C2,471.9,272.6,93.1,114.9,66.6,36.3,7.44,54.3,116.1,19.24,15.75,3.44,213.2,Satisfactory
Kolkata,2023-10-31,Station_K1,256.4,57.7,93.6,32.0,55.5,6.0,8.29,20.2,34.0,5.67,18.13,1.93,172.5,Poor
Kolkata,2023-10-31,Station_K2,304.5,251.4,153.6,25.3,169.0,37.6,6.37,58.1,138.6,6.5,15.28,8.3,187.0,Moderate
Bangalore,2023-10-31,Station_B1,449.4,242.1,190.3,148.5,194.2,44.9,1.87,88.1,31.7,10.27,20.94,5.82,281.1,Satisfactory
Bangalore,2023-10-31,Station_B2,355.3,303.5,95.4,30.1,19.5,26.9,5.24,83.1,105.3,14.87,7.19,7.58,262.3,Severe
Delhi,2023-11-01,Station_D1,462.0,407.5,154.2,4.5,133.9,15.8,0.78,91.3,155.1,2.28,23.82,8.13,307.7,Moderate
Delhi,2023-11-01,Station_D2,136.3,568.5,40.1,107.2,186.4,45.9,5.21,53.7,128.1,4.28,4.04,4.45,10.7,Satisfactory
Mumbai,2023-11-01,Station_M1,272.7,139.3,132.6,76.3,48.4,45.7,5.82,59.3,161.9,1.02,18.01,5.99,84.9,Moderate
Mumbai,2023-11-01,Station_M2,383.9,225.7,50.2,77.9,11.5,10.4,4.61,32.7,150.6,11.76,16.64,4.57,131.6,Poor
Chennai,2023-11-01,Station_C1,180.8,231.1,28.8,112.2,3.5,10.8,9.04,70.1,96.2,19.15,3.02,5.67,350.1,Poor
Chennai,2023-11-01,Station_C2,164.6,583.2,165.7,109.5,249.7,10.6,4.45,99.7,39.7,14.4,10.8,3.4,323.0,Very Poor
Kolkata,2023-11-01,Station_K1,338.9,423.8,8.3,24.2,78.0,10.7,0.07,62.5,133.7,2.15,25.65,7.57,225.2,Good
Kolkata,2023-11-01,Station_K2,337.4,398.5,78.8,128.0,84.0,12.4,7.0,73.8,126.2,4.08,18.31,8.53,234.6,Severe
Bangalore,2023-11-01,Station_B1,63.3,546.0,99.9,33.0,49.1,23.6,6.8,14.3,146.4,19.32,12.02,6.12,281.1,Satisfactory
Bangalore,2023-11-01,Station_B2,422.8,424.6,39.4,56.7,123.1,40.7,2.14,56.0,99.5,12.97,28.84,4.81,404.7,Moderate
Delhi,2023-11-02,Station_D1,447.3,595.0,187.2,133.2,101.3,39.4,5.42,70.0,168.1,2.83,14.58,2.41,270.1,Poor
Delhi,2023-11-02,Station_D2,206.3,212.2,26.8,8.5,68.3,10.9,6.39,28.6,131.9,11.6,19.42,4.91,398.3,Moderate
Mumbai,2023-11-02,Station_M1,309.6,389.2,76.2,118.8,216.0,41.5,8.91,46.7,64.5,6.66,24.28,6.3,86.4,Good
Mumbai,2023-11-02,Station_M2,479.6,486.8,40.0,35.5,123.8,18.9,5.74,83.5,172.7,1.85,1.94,7.7,287.2,Satisfactory
Chennai,2023-11-02,Station_C1,427.7,286.7,97.1,106.6,130.0,6.5,0.01,96.2,0.3,10.93,12.99,4.96,268.4,Satisfactory
Chennai,2023-11-02,Station_C2,38.9,51.5,50.6,30.7,160.4,38.3,7.9,20.7,132.8,12.29,26.39,7.98,186.5,Very Poor
Kolkata,2023-11-02,Station_K1,39.0,246.3,131.7,142.7,2.7,13.2,5.62,18.7,61.4,4.43,2.96,3.06,318.7,Poor
Kolkata,2023-11-02,Station_K2,133.9,169.3,4.9,139.1,18.0,38.0,5.01,54.3,97.9,4.76,9.71,4.11,142.2,Severe
Bangalore,2023-11-02,Station_B1,238.0,585.9,157.7,116.6,15.0,31.0,6.06,55.7,70.9,19.06,3.8,6.64,416.3,Poor
Bangalore,2023-11-02,Station_B2,259.9,325.2,65.2,68.7,14.7,14.1,3.44,38.8,150.4,3.68,21.51,2.11,74.8,Good
Delhi,2023-11-03,Station_D1,349.7,280.8,136.4,31.8,173.2,1.0,9.56,48.8,80.0,12.27,8.11,5.96,207.7,Moderate
Delhi,2023-11-03,Station_D2,53.9,220.5,166.2,56.1,210.3,31.5,5.3,15.7,181.6,5.55,20.67,1.42,150.9,Very Poor
Mumbai,2023-11-03,Station_M1,427.0,440.6,120.3,14.5,128.1,47.4,2.57,91.5,134.3,2.26,6.0,1.44,485.8,Satisfactory
Mumbai,2023-11-03,Station_M2,76.1,510.9,74.6,78.4,149.0,41.7,7.96,23.2,35.3,14.31,29.68,4.75,423.9,Severe
Chennai,2023-11-03,Station_C1,147.4,107.6,151.9,145.7,156.4,6.3,0.15,51.9,70.6,13.6,0.97,4.07,144.3,Very Poor
Chennai,2023-11-03,Station_C2,230.4,286.5,189.8,124.5,91.2,29.1,7.6,80.8,93.8,17.62,16.96,7.82,369.5,Satisfactory
Kolkata,2023-11-03,Station_K1,196.4,196.0,107.4,94.1,152.1,38.8,1.86,34.5,172.3,19.31,26.43,0.46,134.0,Satisfactory
Kolkata,2023-11-03,Station_K2,481.5,230.7,133.8,45.2,205.0,42.4,8.72,61.1,102.4,13.81,12.11,4.78,297.3,Severe
Bangalore,2023-11-03,Station_B1,409.2,589.9,98.3,4.0,152.3,28.0,5.43,45.2,121.3,8.24,25.0,4.67,116.8,Severe
Bangalore,2023-11-03,Station_B2,79.3,205.5,197.3,68.0,68.8,27.5,6.33,39.4,12.9,8.91,5.9,3.55,404.9,Poor
Delhi,2023-11-04,Station_D1,346.0,88.6,64.9,11.9,240.4,24.7,6.16,44.1,72.4,8.5,7.27,1.46,253.3,Severe
Delhi,2023-11-04,Station_D2,487.9,468.9,86.7,76.0,111.8,22.2,9.34,11.9,104.5,3.28,10.69,4.35,381.3,Satisfactory
Mumbai,2023-11-04,Station_M1,50.2,96.7,78.6,105.2,18.2,39.3,3.18,20.8,14.0,13.47,22.6,1.59,237.0,Moderate
Mumbai,2023-11-04,Station_M2,19.1,338.1,191.1,43.4,36.9,31.0,0.62,3.6,61.8,19.04,13.47,5.42,370.5,Moderate
Chennai,2023-11-04,Station_C1,184.0,355.5,58.5,44.2,147.3,12.8,9.5,53.6,94.4,13.87,11.53,1.6,457.0,Satisfactory
Chennai,2023-11-04,Station_C2,332.4,53.7,12.0,115.5,94.5,4.1,0.08,21.2,141.9,18.07,22.13,6.51,104.3,Moderate
Kolkata,2023-11-04,Station_K1,129.5,422.3,187.5,39.9,204.2,4.9,7.32,3.8,33.9,5.61,22.45,4.01,38.7,Satisfactory
Kolkata,2023-11-04,Station_K2,18.2,208.0,29.8,6.1,207.9,32.4,3.8,2.2,37.3,10.64,10.64,4.58,226.5,Satisfactory
Bangalore,2023-11-04,Station_B1,432.0,55.6,54.4,20.3,85.9,10.5,3.85,8.4,70.2,5.16,15.42,9.25,180.1,Poor
Bangalore,2023-11-04,Station_B2,301.2,53.2,57.9,111.4,18.2,29.5,9.67,30.4,1.0,8.2,3.49,8.83,316.5,Satisfactory
Delhi,2023-11-05,Station_D1,471.1,195.7,123.0,100.1,147.0,36.2,2.05,31.2,37.6,1.48,13.46,6.77,259.2,Poor
Delhi,2023-11-05,Station_D2,103.2,258.0,109.9,140.7,223.0,23.0,5.09,96.8,59.7,2.81,7.66,5.38,140.3,Good
Mumbai,2023-11-05,Station_M1,109.5,476.3,191.2,27.6,61.5,29.0,2.01,1.9,180.8,13.8,0.15,3.64,280.2,Good
Mumbai,2023-11-05,Station_M2,470.7,210.0,132.8,100.4,81.0,35.8,9.94,17.7,198.4,11.03,3.59,8.41,84.8,Severe
Chennai,2023-11-05,Station_C1,381.5,442.8,85.8,123.4,189.6,1.9,9.33,84.9,197.7,6.08,28.6,4.84,350.1,Satisfactory
Chennai,2023-11-05,Station_C2,331.6,263.1,86.3,93.3,238.7,11.4,2.45,24.9,47.5,2.62,1.35,6.44,321.9,Very Poor
Kolkata,2023-11-05,Station_K1,179.5,59.2,148.9,129.3,167.2,14.6,6.45,79.0,59.1,1.25,14.2,8.32,56.7,Good
Kolkata,2023-11-05,Station_K2,306.4,318.7,107.1,140.1,115.3,27.8,0.73,2.8,157.4,16.92,7.19,5.47,394.4,Severe
Bangalore,2023-11-05,Station_B1,125.3,410.1,152.4,137.3,152.9,11.8,5.92,86.7,43.8,18.06,5.84,3.89,474.6,Poor
Bangalore,2023-11-05,Station_B2,51.8,95.4,90.1,18.8,13.1,13.4,5.27,43.4,42.1,8.22,1.11,8.33,182.8,Severe
Delhi,2023-11-06,Station_D1,23.1,473.3,55.8,55.4,50.4,0.2,2.52,59.3,88.9,2.82,4.5,3.57,405.5,Satisfactory
Delhi,2023-11-06,Station_D2,456.0,464.6,168.8,141.8,206.5,12.4,7.46,29.1,8.8,4.46,11.32,1.13,70.1,Moderate
Mumbai,2023-11-06,Station_M1,328.5,563.4,170.2,130.0,176.7,9.0,2.65,22.4,127.7,10.5,15.52,9.27,100.2,Moderate
Mumbai,2023-11-06,Station_M2,393.3,546.9,163.4,5.3,100.3,25.3,7.77,69.3,196.2,6.75,16.24,9.56,446.5,Very Poor
Chennai,2023-11-06,Station_C1,254.3,239.6,179.6,60.5,17.1,36.8,3.7,82.8,152.3,19.69,21.33,2.75,263.9,Satisfactory
Chennai,2023-11-06,Station_C2,421.6,364.2,94.6,44.0,246.2,5.4,5.85,97.6,100.3,7.58,0.02,8.95,181.8,Good
Kolkata,2023-11-06,Station_K1,261.4,322.6,132.8,15.4,241.9,6.8,2.31,91.2,156.3,1.83,22.99,6.12,488.7,Satisfactory
Kolkata,2023-11-06,Station_K2,146.0,323.1,167.8,116.5,232.6,27.1,3.77,91.3,136.2,11.49,3.27,0.55,277.7,Severe
Bangalore,2023-11-06,Station_B1,169.0,493.8,153.2,131.5,3.6,28.7,3.23,53.8,70.1,16.89,18.26,7.53,320.1,Very Poor
Bangalore,2023-11-06,Station_B2,3.6,332.5,108.1,126.5,58.5,13.1,1.09,72.5,118.2,15.53,21.85,5.24,402.0,Good
Delhi,2023-11-07,Station_D1,393.1,326.0,82.9,143.7,51.7,42.4,1.8,70.3,30.1,17.37,11.15,5.41,159.5,Severe
Delhi,2023-11-07,Station_D2,49.9,199.0,101.7,116.2,247.6,33.1,5.42,49.2,25.3,17.26,9.69,7.86,97.8,Poor
Mumbai,2023-11-07,Station_M1,118.4,359.8,158.9,128.2,198.8,4.3,7.34,80.8,57.1,0.36,2.69,7.26,71.7,Good
Mumbai,2023-11-07,Station_M2,496.8,162.7,30.4,82.0,5.3,31.0,1.22,58.2,31.4,14.06,16.24,3.81,205.7,Satisfactory
Chennai,2023-11-07,Station_C1,488.6,219.4,2.6,7.9,168.6,29.7,4.95,41.7,69.1,6.77,12.25,1.75,330.5,Good
Chennai,2023-11-07,Station_C2,311.1,108.6,125.5,98.3,89.7,34.4,2.24,92.3,109.9,1.4,26.46,9.86,62.8,Good
Kolkata,2023-11-07,Station_K1,340.4,527.5,102.5,66.7,72.6,17.7,3.94,40.4,120.2,1.07,25.48,6.16,459.2,Satisfactory
Kolkata,2023-11-07,Station_K2,78.1,131.3,189.2,144.4,96.3,1.4,7.85,20.5,77.0,4.54,20.22,0.18,203.7,Very Poor
Bangalore,2023-11-07,Station_B1,136.0,557.1,123.5,120.8,27.7,41.2,4.82,19.1,20.2,15.86,28.71,1.91,189.9,Very Poor
Bangalore,2023-11-07,Station_B2,255.0,528.5,11.5,112.7,87.4,35.8,5.9,70.0,97.0,19.35,18.36,0.9,60.8,Moderate
Delhi,2023-11-08,Station_D1,85.5,7.7,51.3,58.0,97.9,36.4,3.54,16.4,11.7,1.05,22.66,0.48,319.4,Good
Delhi,2023-11-08,Station_D2,446.5,372.9,46.6,107.0,155.4,36.7,3.65,21.9,53.5,1.99,14.77,2.18,339.0,Poor
Mumbai,2023-11-08,Station_M1,273.3,47.2,124.2,47.8,111.9,21.7,2.71,33.4,171.0,14.75,13.61,5.79,173.1,Severe
Mumbai,2023-11-08,Station_M2,331.2,34.6,133.7,46.3,31.0,43.4,8.58,48.7,103.5,9.51,15.76,8.45,195.9,Moderate
Chennai,2023-11-08,Station_C1,33.5,285.8,159.5,2.9,174.4,49.1,6.56,83.6,0.5,19.87,22.79,6.04,137.0,Good
Chennai,2023-11-08,Station_C2,197.6,165.3,76.4,51.0,12.4,40.5,6.12,37.2,142.6,16.01,5.16,6.06,137.1,Severe
Kolkata,2023-11-08,Station_K1,185.5,151.9,162.0,148.8,153.2,25.8,7.37,20.2,161.3,6.34,8.04,4.91,244.6,Moderate
Kolkata,2023-11-08,Station_K2,262.9,26.7,152.9,15.0,158.4,29.0,9.16,57.3,135.3,7.65,18.46,6.94,117.7,Satisfactory
Bangalore,2023-11-08,Station_B1,340.1,507.6,190.1,105.6,221.2,22.6,3.87,19.2,71.4,11.85,16.5,0.71,374.7,Very Poor
Bangalore,2023-11-08,Station_B2,195.1,239.7,73.9,142.0,163.1,8.6,8.55,4.1,134.4,10.38,8.53,5.6,380.8,Severe
Delhi,2023-11-09,Station_D1,18.8,305.4,127.4,58.8,29.8,22.0,1.27,6.3,9.2,16.04,27.11,6.3,175.0,Good
Delhi,2023-11-09,Station_D2,419.0,541.9,106.5,98.0,196.4,42.3,7.29,57.9,8.2,8.82,8.04,6.51,436.9,Severe
Mumbai,2023-11-09,Station_M1,278.9,54.5,120.0,126.7,147.8,13.8,5.95,22.3,192.1,0.79,13.73,4.45,129.4,Poor
Mumbai,2023-11-09,Station_M2,397.0,371.6,136.7,112.0,83.7,44.3,1.43,42.3,156.2,4.72,5.83,3.51,1.5,Very Poor
Chennai,2023-11-09,Station_C1,44.3,262.6,93.0,122.7,225.7,0.8,3.11,8.6,18.4,18.51,15.74,0.4,7.1,Poor
Chennai,2023-11-09,Station_C2,20.2,319.7,21.4,106.3,3.5,1.4,0.98,88.5,189.0,4.48,24.8,3.24,232.9,Very Poor
Kolkata,2023-11-09,Station_K1,300.7,288.7,138.5,56.3,197.4,21.3,5.36,93.3,40.6,0.16,23.49,8.58,13.4,Moderate
Kolkata,2023-11-09,Station_K2,224.5,299.1,180.9,145.0,107.4,18.9,4.8,35.4,94.6,3.46,21.37,1.49,263.7,Good
Bangalore,2023-11-09,Station_B1,0.3,275.2,117.6,111.3,90.4,31.3,9.12,24.3,127.0,14.94,22.3,4.82,83.5,Severe
Bangalore,2023-11-09,Station_B2,213.5,215.0,66.2,49.1,116.7,41.4,8.28,7.2,118.3,7.48,25.6,7.72,31.8,Severe
Delhi,2023-11-10,Station_D1,240.5,242.0,198.3,148.9,248.1,16.2,3.33,46.2,21.9,8.18,0.94,0.5,314.5,Satisfactory
Delhi,2023-11-10,Station_D2,113.8,6.5,23.0,122.2,128.2,21.9,0.94,15.3,83.5,12.88,14.93,0.48,99.6,Satisfactory
Mumbai,2023-11-10,Station_M1,331.8,274.1,25.0,39.2,132.3,14.9,9.07,41.6,143.8,16.37,22.1,9.37,157.6,Moderate
Mumbai,2023-11-10,Station_M2,227.0,18.4,85.3,141.9,46.9,14.0,6.35,19.9,27.8,3.48,28.34,7.59,349.1,Moderate
Chennai,2023-11-10,Station_C1,439.1,556.9,65.6,87.8,90.1,13.2,7.68,63.9,46.6,18.73,16.74,9.16,228.2,Severe
Chennai,2023-11-10,Station_C2,163.4,359.5,75.5,21.9,207.6,26.8,8.99,21.5,188.1,3.04,28.59,9.81,12.1,Very Poor
Kolkata,2023-11-10,Station_K1,408.5,174.9,30.5,125.2,34.8,21.9,7.88,41.2,95.4,14.83,9.18,6.43,486.7,Very Poor
Kolkata,2023-11-10,Station_K2,444.7,599.5,132.3,77.7,114.1,29.9,4.64,94.8,162.0,5.48,3.33,9.48,225.1,Severe
Bangalore,2023-11-10,Station_B1,233.2,420.7,142.5,80.1,218.1,45.7,7.05,20.8,20.5,11.95,3.85,2.01,125.1,Poor
Bangalore,2023-11-10,Station_B2,152.2,290.1,107.3,109.1,134.7,2.8,8.48,11.7,74.1,9.73,5.69,1.6,489.1,Severe
Delhi,2023-11-11,Station_D1,35.1,421.2,182.1,36.7,156.5,12.8,4.8,44.1,31.5,14.37,10.68,4.27,357.9,Satisfactory
Delhi,2023-11-11,Station_D2,266.8,488.8,129.3,138.3,41.7,41.9,0.14,46.0,42.8,5.77,6.28,5.19,352.9,Good
Mumbai,2023-11-11,Station_M1,186.0,102.4,28.5,71.0,212.3,38.7,4.59,31.1,7.1,14.96,1.54,0.84,119.5,Very Poor
Mumbai,2023-11-11,Station_M2,385.3,112.7,19.4,51.2,17.7,15.4,1.8,76.5,83.8,9.96,10.05,9.98,334.0,Good
Chennai,2023-11-11,Station_C1,486.9,350.6,48.3,21.8,248.8,32.1,7.12,61.0,135.4,1.71,8.07,2.31,315.3,Satisfactory
Chennai,2023-11-11,Station_C2,188.3,56.7,11.6,84.5,129.7,16.1,9.39,85.3,158.2,6.41,20.97,8.35,177.4,Severe
Kolkata,2023-11-11,Station_K1,236.8,44.5,21.1,126.3,67.3,40.5,2.65,39.8,114.0,8.22,11.77,2.27,295.7,Very Poor
Kolkata,2023-11-11,Station_K2,343.3,80.0,173.4,143.8,36.1,39.5,5.17,61.8,164.8,14.54,22.99,6.35,165.8,Good
Bangalore,2023-11-11,Station_B1,177.6,382.1,21.8,118.2,194.3,32.4,4.82,21.6,12.8,19.14,19.58,1.87,108.8,Poor
Bangalore,2023-11-11,Station_B2,250.6,249.5,132.4,71.5,193.5,43.8,2.38,62.0,20.1,2.73,25.63,4.92,39.9,Good
Delhi,2023-11-12,Station_D1,192.5,58.0,43.7,23.3,81.5,7.6,3.53,20.7,118.7,16.24,27.83,5.6,122.5,Severe
Delhi,2023-11-12,Station_D2,260.5,412.7,152.5,9.8,173.5,33.2,4.08,81.6,13.6,4.86,11.68,8.08,127.5,Satisfactory
Mumbai,2023-11-12,Station_M1,307.7,489.8,87.0,10.9,57.3,1.3,4.8,23.8,29.1,0.39,17.57,5.0,225.0,Moderate
Mumbai,2023-11-12,Station_M2,339.7,560.3,101.1,27.3,119.9,15.2,4.6,15.7,87.6,3.02,12.85,8.91,117.4,Satisfactory
Chennai,2023-11-12,Station_C1,426.7,436.2,30.4,83.7,182.8,33.7,4.71,27.2,144.9,8.06,14.38,4.41,288.6,Moderate
Chennai,2023-11-12,Station_C2,116.7,103.8,84.9,91.8,245.9,47.1,6.41,88.6,109.0,0.39,15.55,4.32,52.2,Satisfactory
Kolkata,2023-11-12,Station_K1,306.1,160.5,15.3,133.5,112.4,20.1,6.25,51.9,138.9,17.34,20.0,3.72,430.0,Severe
Kolkata,2023-11-12,Station_K2,255.2,393.0,194.1,137.5,180.1,13.1,4.1,98.0,109.2,13.63,22.37,7.63,52.7,Moderate
Bangalore,2023-11-12,Station_B1,18.2,567.6,189.0,53.7,230.3,48.5,8.33,82.0,165.5,5.15,19.69,8.68,60.4,Very Poor
Bangalore,2023-11-12,Station_B2,132.6,36.4,178.6,139.9,6.2,48.8,0.14,94.6,80.9,0.11,3.82,4.06,166.0,Moderate
Delhi,2023-11-13,Station_D1,279.1,316.7,133.6,0.8,155.2,49.0,4.59,93.2,59.7,10.5,1.63,1.62,154.5,Severe
Delhi,2023-11-13,Station_D2,462.7,194.6,84.6,138.5,106.7,36.1,2.65,87.3,97.0,0.77,23.19,9.64,367.6,Good
Mumbai,2023-11-13,Station_M1,76.6,75.9,113.1,94.7,77.6,9.0,0.56,17.7,114.2,6.49,20.0,2.12,338.0,Very Poor
Mumbai,2023-11-13,Station_M2,71.6,150.9,107.5,97.7,109.3,13.3,4.94,81.6,57.5,0.4,14.62,4.76,456.1,Moderate
Chennai,2023-11-13,Station_C1,33.0,475.1,49.7,81.9,181.1,36.3,1.19,31.3,50.0,3.39,26.78,7.15,386.2,Good
Chennai,2023-11-13,Station_C2,376.7,72.1,4.2,24.1,123.1,5.1,5.07,13.7,192.3,16.37,24.56,8.17,230.6,Severe
Kolkata,2023-11-13,Station_K1,145.3,14.0,165.5,28.0,142.4,49.8,3.13,59.1,37.6,2.95,12.65,2.04,407.8,Satisfactory
Kolkata,2023-11-13,Station_K2,380.7,21.7,154.8,39.1,106.0,37.1,9.58,74.0,35.9,18.16,5.03,0.78,94.1,Very Poor
Bangalore,2023-11-13,Station_B1,19.6,400.5,101.9,18.6,219.8,42.8,1.02,44.5,109.5,10.26,5.65,8.46,209.7,Poor
Bangalore,2023-11-13,Station_B2,240.3,388.7,148.3,58.0,97.6,43.8,5.47,46.1,10.7,6.55,6.46,3.1,286.5,Good
Delhi,2023-11-14,Station_D1,49.3,307.2,29.2,141.3,165.8,15.8,5.88,68.1,125.1,11.0,1.65,3.19,161.1,Good
Delhi,2023-11-14,Station_D2,188.8,159.2,159.8,136.7,159.0,11.7,9.99,73.2,139.7,14.45,8.55,2.66,306.7,Satisfactory
Mumbai,2023-11-14,Station_M1,96.9,133.0,156.0,38.4,20.0,42.0,4.33,43.3,77.7,6.0,20.18,2.1,479.6,Good
Mumbai,2023-11-14,Station_M2,449.8,138.2,187.9,139.9,170.7,36.5,7.95,17.3,193.4,11.1,4.08,4.15,467.3,Moderate
Chennai,2023-11-14,Station_C1,137.0,168.8,37.3,20.2,108.9,22.3,2.61,14.8,40.2,10.2,2.21,8.26,60.0,Good
Chennai,2023-11-14,Station_C2,273.5,597.4,45.9,131.0,45.9,37.6,6.61,43.2,150.4,13.36,2.5,4.12,41.4,Severe
Kolkata,2023-11-14,Station_K1,319.1,504.6,173.8,13.6,182.2,48.3,3.05,37.4,62.3,1.82,14.84,3.28,471.4,Poor
Kolkata,2023-11-14,Station_K2,424.8,64.6,6.2,56.8,199.3,20.3,5.17,32.2,55.9,17.39,8.05,9.96,39.7,Moderate
Bangalore,2023-11-14,Station_B1,120.5,471.7,6.4,148.1,236.1,1.1,3.47,29.0,72.0,18.08,15.37,6.61,216.7,Satisfactory
Bangalore,2023-11-14,Station_B2,146.2,38.8,99.0,43.1,82.8,31.8,3.77,7.2,37.3,6.62,20.5,3.85,276.4,Very Poor
Delhi,2023-11-15,Station_D1,321.4,36.0,89.3,9.1,54.0,38.0,3.1,44.0,147.3,11.82,26.43,3.04,490.3,Severe
Delhi,2023-11-15,Station_D2,239.5,314.6,16.1,26.4,45.0,24.2,1.87,47.9,7.9,7.11,21.21,5.7,82.5,Good
Mumbai,2023-11-15,Station_M1,442.5,334.6,45.4,102.7,124.3,36.9,3.68,84.8,2.2,14.96,13.04,0.42,331.6,Poor
Mumbai,2023-11-15,Station_M2,92.6,514.5,151.5,75.6,156.5,27.9,0.57,78.4,90.6,14.87,27.53,1.71,137.3,Poor
Chennai,2023-11-15,Station_C1,16.7,400.5,100.6,21.8,74.8,12.9,1.8,59.2,138.8,6.61,16.42,1.12,489.5,Severe
Chennai,2023-11-15,Station_C2,33.8,295.7,1.6,65.5,87.6,24.2,6.72,7.4,135.2,10.13,7.3,9.4,398.9,Satisfactory
Kolkata,2023-11-15,Station_K1,271.3,474.2,62.9,111.5,244.6,46.7,8.4,99.0,138.7,15.81,16.63,3.21,322.4,Poor
Kolkata,2023-11-15,Station_K2,213.2,92.9,107.5,98.5,59.3,27.4,9.0,8.9,172.1,3.63,4.19,5.69,364.1,Poor
Bangalore,2023-11-15,Station_B1,277.6,70.5,141.1,105.0,124.6,38.7,5.36,33.2,139.7,2.13,19.21,2.84,5.0,Very Poor
Bangalore,2023-11-15,Station_B2,316.5,127.7,117.4,79.9,106.3,39.0,4.99,17.3,176.4,15.41,29.79,5.08,437.5,Poor
Delhi,2023-11-16,Station_D1,376.2,182.9,131.6,23.5,24.0,14.6,3.21,55.1,157.2,5.46,28.44,7.61,200.9,Severe
Delhi,2023-11-16,Station_D2,497.4,401.2,190.6,5.0,153.2,11.1,9.4,73.7,139.9,7.09,3.21,9.34,54.3,Good
Mumbai,2023-11-16,Station_M1,359.1,348.2,14.9,19.8,94.7,40.1,6.15,43.9,98.9,5.9,26.42,6.58,416.3,Satisfactory
Mumbai,2023-11-16,Station_M2,57.3,84.8,85.4,72.2,101.2,26.0,7.3,4.3,178.4,12.61,17.49,7.45,211.4,Satisfactory
Chennai,2023-11-16,Station_C1,64.4,114.1,70.8,142.6,226.5,48.3,2.48,8.4,101.5,17.41,11.38,2.57,436.5,Very Poor
Chennai,2023-11-16,Station_C2,423.9,187.8,105.8,149.9,38.8,47.7,2.52,65.6,140.6,19.87,6.2,2.99,187.5,Satisfactory
Kolkata,2023-11-16,Station_K1,319.9,377.2,7.8,101.9,10.1,30.7,6.18,12.9,83.8,10.71,15.96,3.54,237.7,Satisfactory
Kolkata,2023-11-16,Station_K2,202.8,191.9,191.8,26.3,62.5,17.6,1.05,89.8,15.6,4.65,17.82,6.32,145.5,Poor
Bangalore,2023-11-16,Station_B1,60.0,448.1,71.8,17.7,88.7,45.7,2.96,26.5,185.1,14.75,26.57,0.84,120.1,Very Poor
Bangalore,2023-11-16,Station_B2,74.6,258.2,91.9,121.5,91.1,49.1,2.73,4.9,117.0,18.26,7.22,1.03,40.8,Moderate
Delhi,2023-11-17,Station_D1,107.2,449.6,160.9,94.3,52.1,9.8,9.15,14.9,142.9,2.28,1.63,2.12,32.5,Severe
Delhi,2023-11-17,Station_D2,499.7,398.1,177.0,80.8,55.4,32.5,5.32,34.6,119.2,7.03,16.62,6.8,330.6,Severe
Mumbai,2023-11-17,Station_M1,27.6,554.5,63.0,103.2,125.5,46.9,1.71,19.0,49.7,3.64,3.24,7.61,134.2,Poor
Mumbai,2023-11-17,Station_M2,460.0,277.2,160.7,94.0,231.4,28.1,9.07,3.8,99.6,8.11,0.97,7.56,135.5,Severe
Chennai,2023-11-17,Station_C1,273.8,403.4,114.3,42.3,16.5,15.3,6.72,86.3,119.2,9.2,0.27,0.91,434.4,Satisfactory
Chennai,2023-11-17,Station_C2,322.9,581.9,189.4,82.0,196.8,29.2,1.72,53.9,33.0,8.54,0.95,3.95,197.3,Severe
Kolkata,2023-11-17,Station_K1,101.0,576.4,110.5,47.9,142.4,43.9,2.16,68.4,129.6,13.32,27.36,5.8,101.8,Poor
Kolkata,2023-11-17,Station_K2,322.9,488.2,123.2,111.7,162.4,45.4,8.97,94.4,48.3,19.35,29.18,7.43,250.6,Severe
Bangalore,2023-11-17,Station_B1,283.0,555.4,26.6,10.6,2.9,24.6,8.92,37.5,31.1,4.25,10.37,0.54,150.1,Very Poor
Bangalore,2023-11-17,Station_B2,263.0,37.6,83.2,146.7,209.8,23.2,0.33,18.3,84.3,12.35,27.13,2.46,412.2,Moderate
Delhi,2023-11-18,Station_D1,437.0,365.6,88.4,119.4,68.1,30.7,2.46,83.1,86.8,0.74,15.07,1.85,284.5,Satisfactory
Delhi,2023-11-18,Station_D2,339.7,551.2,139.1,21.9,192.2,46.6,5.09,69.2,28.2,4.03,8.43,5.99,470.1,Moderate
Mumbai,2023-11-18,Station_M1,60.4,409.5,78.5,20.5,18.1,43.5,9.58,72.8,116.0,10.47,16.01,4.38,202.0,Poor
Mumbai,2023-11-18,Station_M2,456.9,380.1,189.9,57.2,43.5,17.8,1.89,46.4,138.1,1.24,27.78,5.31,269.8,Satisfactory
Chennai,2023-11-18,Station_C1,190.0,511.3,172.4,131.6,222.9,36.1,9.6,79.3,96.5,19.34,14.19,6.24,304.5,Satisfactory
