City,Datetime,Station,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Bangalore,2015-01-26 22:00:00,Station_B1,131.1,276.5,67.9,146.3,53.2,41.7,9.52,58.8,70.3,16.19,27.05,6.86,348.2,Satisfactory
Bangalore,2015-01-26 22:00:00,Station_B2,88.7,563.2,45.6,75.9,4.0,6.6,8.47,79.4,69.2,18.87,27.99,5.75,375.0,Poor
Delhi,2015-01-26 23:00:00,Station_D1,44.6,205.4,156.6,67.9,191.2,17.9,2.98,69.8,175.1,19.27,12.85,6.83,163.0,Satisfactory
Delhi,2015-01-26 23:00:00,Station_D2,295.3,183.6,94.5,118.2,113.1,11.5,9.94,51.6,67.9,19.64,21.95,3.93,136.1,Good
Mumbai,2015-01-26 23:00:00,Station_M1,149.2,403.7,157.6,0.3,169.0,15.1,2.16,16.7,22.4,8.09,26.0,0.67,263.1,Moderate
Mumbai,2015-01-26 23:00:00,Station_M2,194.4,505.5,108.1,22.2,217.1,15.5,4.88,86.2,33.0,3.47,12.31,9.26,226.2,Good
Chennai,2015-01-26 23:00:00,Station_C1,127.2,16.0,163.3,127.0,141.2,42.2,9.26,38.8,82.4,5.26,29.43,5.46,170.0,Satisfactory
Chennai,2015-01-26 23:00:00,Station_C2,56.8,583.4,54.3,114.5,161.4,23.4,1.56,37.8,65.6,12.85,20.36,7.63,138.5,Poor
Kolkata,2015-01-26 23:00:00,Station_K1,83.7,224.5,37.7,83.8,244.3,1.7,4.93,88.4,125.1,11.48,15.08,5.93,91.2,Good
Kolkata,2015-01-26 23:00:00,Station_K2,325.7,309.4,129.1,63.1,61.3,32.8,4.39,13.9,108.7,6.75,15.51,1.27,450.9,Moderate
Bangalore,2015-01-26 23:00:00,Station_B1,275.5,115.1,196.2,102.7,206.7,8.4,3.2,97.4,164.0,9.42,20.56,8.0,382.4,Moderate
Bangalore,2015-01-26 23:00:00,Station_B2,405.8,351.2,79.5,26.0,134.2,33.5,1.92,92.5,71.6,13.44,11.42,6.63,57.2,Satisfactory
Delhi,2015-01-27 00:00:00,Station_D1,300.5,138.1,55.4,46.2,14.7,25.5,6.66,96.8,120.2,8.13,13.59,8.93,252.3,Severe
Delhi,2015-01-27 00:00:00,Station_D2,382.2,205.7,25.5,45.7,221.8,0.1,6.88,57.8,58.2,17.59,21.72,4.74,364.2,Satisfactory
Mumbai,2015-01-27 00:00:00,Station_M1,45.9,16.8,35.7,126.2,216.3,42.8,8.42,67.2,100.2,5.17,16.79,0.01,258.9,Very Poor
Mumbai,2015-01-27 00:00:00,Station_M2,111.3,397.0,192.0,23.8,198.3,15.8,3.14,99.6,197.1,7.4,0.47,8.32,492.3,Poor
Chennai,2015-01-27 00:00:00,Station_C1,451.5,576.4,157.7,107.3,73.3,40.7,6.68,11.3,112.0,9.59,11.04,5.12,131.6,Severe
Chennai,2015-01-27 00:00:00,Station_C2,169.6,312.5,163.6,119.1,3.0,1.0,8.96,76.6,155.7,1.7,17.45,8.78,494.0,Severe
Kolkata,2015-01-27 00:00:00,Station_K1,90.9,472.5,160.5,58.2,183.7,12.1,3.59,70.7,1.0,4.08,23.66,2.15,270.1,Satisfactory
Kolkata,2015-01-27 00:00:00,Station_K2,73.1,5.8,78.8,109.9,187.1,10.3,9.09,84.0,160.1,5.89,2.55,4.12,272.7,Moderate
Bangalore,2015-01-27 00:00:00,Station_B1,169.8,304.3,122.4,97.7,46.0,40.8,9.36,3.4,31.9,5.93,20.91,4.15,50.1,Severe
Bangalore,2015-01-27 00:00:00,Station_B2,383.8,119.9,181.0,84.3,88.5,46.2,5.73,90.5,172.0,14.95,20.39,2.98,130.2,Very Poor
Delhi,2015-01-27 01:00:00,Station_D1,110.3,97.3,16.5,23.2,45.2,48.7,3.39,84.4,19.1,10.55,23.22,5.22,417.4,Satisfactory
Delhi,2015-01-27 01:00:00,Station_D2,129.8,55.7,35.6,126.3,115.6,3.6,2.22,6.5,81.9,11.08,13.35,7.9,83.6,Very Poor
Mumbai,2015-01-27 01:00:00,Station_M1,6.2,37.9,175.9,75.1,159.6,36.3,3.76,5.7,106.2,11.92,11.77,6.62,248.0,Moderate
Mumbai,2015-01-27 01:00:00,Station_M2,222.0,103.6,74.0,9.5,54.1,46.2,3.88,26.3,191.1,1.68,10.06,7.01,140.4,Very Poor
Chennai,2015-01-27 01:00:00,Station_C1,224.2,512.5,182.0,62.5,3.0,43.5,2.54,95.8,183.6,14.63,16.56,3.79,199.6,Severe
Chennai,2015-01-27 01:00:00,Station_C2,368.1,65.4,149.7,47.7,46.5,36.4,2.45,54.2,146.5,5.42,17.51,6.52,254.9,Satisfactory
Kolkata,2015-01-27 01:00:00,Station_K1,82.9,283.2,113.2,80.2,246.9,30.7,7.11,29.6,69.0,16.96,0.97,8.1,98.2,Moderate
Kolkata,2015-01-27 01:00:00,Station_K2,228.8,563.0,25.5,75.0,35.4,1.8,3.94,56.2,197.6,16.14,15.3,7.45,415.3,Very Poor
Bangalore,2015-01-27 01:00:00,Station_B1,313.1,347.4,103.6,7.9,38.3,32.2,7.47,12.1,34.0,11.27,0.11,2.23,260.9,Very Poor
Bangalore,2015-01-27 01:00:00,Station_B2,88.5,304.4,166.1,70.5,49.6,11.5,7.49,27.4,90.9,19.33,19.31,7.7,121.0,Satisfactory
Delhi,2015-01-27 02:00:00,Station_D1,360.9,273.1,175.7,133.9,99.6,37.5,7.72,39.3,80.1,4.07,23.28,9.73,327.4,Satisfactory
Delhi,2015-01-27 02:00:00,Station_D2,321.4,383.5,163.1,40.4,98.6,49.8,6.77,84.4,22.7,2.73,26.03,2.42,499.6,Very Poor
Mumbai,2015-01-27 02:00:00,Station_M1,93.2,563.4,16.6,144.4,155.4,14.5,9.4,4.3,35.3,18.85,12.91,4.7,104.8,Severe
Mumbai,2015-01-27 02:00:00,Station_M2,409.5,242.7,155.9,128.8,134.0,47.6,8.42,4.5,92.8,7.49,11.97,3.94,344.2,Very Poor
Chennai,2015-01-27 02:00:00,Station_C1,193.3,421.3,106.8,139.7,147.3,46.3,3.63,10.6,118.2,11.44,22.13,7.16,164.7,Severe
Chennai,2015-01-27 02:00:00,Station_C2,339.7,85.6,24.7,114.5,2.7,25.6,9.67,23.9,123.1,1.72,14.68,5.53,446.2,Very Poor
Kolkata,2015-01-27 02:00:00,Station_K1,40.5,42.7,127.4,39.7,162.3,34.8,5.53,26.6,141.0,18.73,2.29,1.93,82.6,Satisfactory
Kolkata,2015-01-27 02:00:00,Station_K2,312.2,553.1,194.5,48.9,117.6,30.2,5.46,44.8,92.9,4.21,2.93,9.69,260.2,Satisfactory
Bangalore,2015-01-27 02:00:00,Station_B1,436.2,396.1,149.0,8.7,27.0,9.2,7.01,72.4,192.9,11.34,14.86,2.06,278.4,Very Poor
Bangalore,2015-01-27 02:00:00,Station_B2,166.2,496.0,93.8,59.8,5.7,48.7,6.55,5.0,189.2,4.6,5.41,9.34,215.4,Very Poor
Delhi,2015-01-27 03:00:00,Station_D1,246.4,430.0,22.8,136.5,10.5,26.1,0.5,41.5,48.7,0.76,23.82,7.07,297.8,Poor
Delhi,2015-01-27 03:00:00,Station_D2,302.0,305.2,185.0,72.5,138.5,22.0,4.76,60.4,20.4,14.42,15.59,0.5,465.4,Poor
Mumbai,2015-01-27 03:00:00,Station_M1,296.9,251.4,95.7,28.2,144.4,31.7,9.73,75.1,11.1,8.59,23.13,8.84,6.9,Satisfactory
Mumbai,2015-01-27 03:00:00,Station_M2,159.9,496.1,115.0,138.6,25.3,41.6,7.62,27.1,40.5,0.88,28.24,5.19,300.7,Poor
Chennai,2015-01-27 03:00:00,Station_C1,98.6,300.9,153.4,8.1,188.5,36.7,9.67,74.6,13.1,0.28,12.55,9.05,289.5,Poor
Chennai,2015-01-27 03:00:00,Station_C2,306.8,18.5,13.7,75.9,74.7,29.3,2.76,99.0,165.8,4.67,18.29,6.11,7.6,Poor
Kolkata,2015-01-27 03:00:00,Station_K1,127.3,108.0,48.8,94.4,76.7,3.9,8.7,72.9,52.9,14.02,21.1,4.93,267.6,Good
Kolkata,2015-01-27 03:00:00,Station_K2,230.7,122.6,62.3,14.9,118.6,39.7,4.37,19.9,102.3,12.39,10.93,7.07,411.9,Satisfactory
Bangalore,2015-01-27 03:00:00,Station_B1,376.6,234.9,42.3,39.0,203.2,34.0,7.92,79.9,70.7,19.59,5.46,3.44,267.5,Severe
Bangalore,2015-01-27 03:00:00,Station_B2,37.4,191.4,75.2,122.5,110.1,26.8,9.82,52.0,67.9,12.31,20.82,6.8,380.5,Severe
Delhi,2015-01-27 04:00:00,Station_D1,92.3,16.6,37.4,130.5,118.6,22.5,3.73,80.9,19.7,19.27,25.33,6.67,256.7,Satisfactory
Delhi,2015-01-27 04:00:00,Station_D2,97.7,123.4,91.7,122.8,196.5,40.4,2.21,38.6,151.1,11.93,29.59,3.74,168.2,Very Poor
Mumbai,2015-01-27 04:00:00,Station_M1,112.1,488.0,127.3,19.0,216.2,24.7,3.15,19.9,3.7,14.71,12.72,6.95,148.5,Moderate
Mumbai,2015-01-27 04:00:00,Station_M2,436.3,41.6,143.4,51.4,181.0,47.1,1.66,51.2,99.6,15.74,22.32,5.64,337.5,Good
Chennai,2015-01-27 04:00:00,Station_C1,392.2,182.4,99.0,36.3,23.5,42.0,8.37,28.9,77.1,9.76,8.26,4.61,266.4,Severe
Chennai,2015-01-27 04:00:00,Station_C2,238.0,358.9,78.2,104.4,30.5,29.0,5.31,17.5,13.6,13.45,29.77,5.63,234.6,Poor
Kolkata,2015-01-27 04:00:00,Station_K1,8.5,46.9,127.3,63.8,98.2,39.9,7.95,37.9,170.5,8.74,2.97,5.9,437.3,Very Poor
Kolkata,2015-01-27 04:00:00,Station_K2,421.0,327.4,194.4,8.2,203.4,18.5,7.44,22.2,47.8,0.6,5.29,5.21,454.3,Poor
Bangalore,2015-01-27 04:00:00,Station_B1,120.3,452.3,22.8,48.1,176.4,7.4,6.53,42.2,88.0,2.28,20.16,8.65,409.3,Severe
Bangalore,2015-01-27 04:00:00,Station_B2,453.1,467.4,95.4,13.3,26.3,35.3,8.2,14.4,39.4,6.82,3.94,3.96,213.2,Very Poor
Delhi,2015-01-27 05:00:00,Station_D1,444.3,414.7,66.1,101.8,208.6,11.5,9.56,35.4,180.0,1.29,8.96,3.55,14.4,Moderate
Delhi,2015-01-27 05:00:00,Station_D2,5.6,405.4,78.0,43.9,192.2,21.5,4.0,34.9,87.8,19.01,16.92,7.37,420.1,Satisfactory
Mumbai,2015-01-27 05:00:00,Station_M1,53.0,302.8,91.2,36.6,98.6,40.3,5.13,48.9,80.9,2.59,14.13,7.28,173.5,Very Poor
Mumbai,2015-01-27 05:00:00,Station_M2,40.0,428.3,73.8,70.2,207.4,38.5,0.02,23.3,159.0,11.88,11.01,0.29,427.6,Good
Chennai,2015-01-27 05:00:00,Station_C1,119.7,274.6,97.6,77.0,205.5,50.0,6.73,6.1,60.4,2.12,17.41,3.63,214.7,Satisfactory
Chennai,2015-01-27 05:00:00,Station_C2,406.0,213.0,113.8,40.2,114.2,4.0,9.48,9.3,191.5,4.15,20.79,3.55,114.8,Very Poor
Kolkata,2015-01-27 05:00:00,Station_K1,113.8,258.9,19.5,126.6,80.4,37.4,3.68,35.4,158.9,9.3,28.47,0.05,430.9,Satisfactory
Kolkata,2015-01-27 05:00:00,Station_K2,288.8,325.8,151.8,128.0,233.7,3.7,7.92,70.3,2.9,0.67,13.49,8.5,122.0,Moderate
Bangalore,2015-01-27 05:00:00,Station_B1,28.0,423.5,113.8,42.9,19.5,40.7,1.65,4.1,172.8,6.09,25.66,9.52,93.1,Very Poor
Bangalore,2015-01-27 05:00:00,Station_B2,189.4,526.4,133.7,60.7,129.9,48.1,5.33,31.9,86.9,15.04,6.31,4.34,364.5,Satisfactory
Delhi,2015-01-27 06:00:00,Station_D1,482.8,124.1,71.9,47.1,156.4,20.2,7.71,97.6,143.3,15.51,0.1,0.77,64.8,Poor
Delhi,2015-01-27 06:00:00,Station_D2,126.5,141.7,75.6,61.7,23.5,34.3,3.83,20.1,134.2,3.94,9.87,7.81,48.8,Poor
Mumbai,2015-01-27 06:00:00,Station_M1,241.3,242.7,11.9,115.1,243.7,25.5,3.44,0.7,79.5,7.01,12.21,0.15,397.7,Severe
Mumbai,2015-01-27 06:00:00,Station_M2,147.5,357.6,8.9,108.0,180.4,40.0,6.3,93.7,147.1,18.0,29.47,9.58,371.1,Very Poor
Chennai,2015-01-27 06:00:00,Station_C1,274.4,170.1,23.5,36.2,56.1,30.3,8.26,68.5,47.7,13.54,1.85,5.7,133.2,Satisfactory
Chennai,2015-01-27 06:00:00,Station_C2,440.0,241.3,163.2,14.7,46.6,35.8,5.47,34.5,140.6,4.17,5.47,1.97,300.1,Poor
Kolkata,2015-01-27 06:00:00,Station_K1,87.1,365.9,151.9,22.3,55.2,10.0,6.35,47.1,8.2,17.12,21.05,0.25,31.1,Moderate
Kolkata,2015-01-27 06:00:00,Station_K2,425.8,75.0,48.5,121.1,27.4,8.5,2.22,24.3,22.6,19.82,6.76,7.53,35.2,Moderate
Bangalore,2015-01-27 06:00:00,Station_B1,238.3,352.1,107.1,63.1,211.5,42.0,3.89,46.8,136.1,8.65,7.34,6.27,358.6,Moderate
Bangalore,2015-01-27 06:00:00,Station_B2,180.6,294.1,173.2,95.7,101.8,42.6,5.93,79.6,102.2,8.22,9.43,7.7,183.3,Good
Delhi,2015-01-27 07:00:00,Station_D1,113.5,67.9,118.1,116.6,57.8,20.8,3.73,72.3,22.7,5.07,0.27,1.16,127.0,Good
Delhi,2015-01-27 07:00:00,Station_D2,386.7,0.1,19.5,102.3,45.3,46.3,8.95,40.6,19.1,18.03,26.56,5.87,362.1,Very Poor
Mumbai,2015-01-27 07:00:00,Station_M1,465.2,404.4,52.2,144.7,175.9,22.2,9.96,64.2,12.3,3.95,18.83,8.2,395.2,Satisfactory
Mumbai,2015-01-27 07:00:00,Station_M2,414.3,258.6,143.6,98.5,178.1,0.5,9.34,76.2,68.2,2.79,29.04,1.22,497.9,Good
Chennai,2015-01-27 07:00:00,Station_C1,442.9,498.1,188.7,93.0,117.0,27.9,8.99,68.1,43.4,1.79,26.52,0.05,81.0,Severe
Chennai,2015-01-27 07:00:00,Station_C2,309.8,404.6,13.7,116.0,86.5,49.4,0.01,9.9,71.4,9.16,12.16,0.71,91.4,Good
Kolkata,2015-01-27 07:00:00,Station_K1,22.1,407.1,190.5,37.3,154.5,15.2,5.86,46.8,96.8,11.08,12.17,8.94,162.0,Moderate
Kolkata,2015-01-27 07:00:00,Station_K2,106.6,146.3,99.9,104.6,205.3,31.5,6.08,90.2,191.3,11.07,5.53,4.52,196.5,Moderate
Bangalore,2015-01-27 07:00:00,Station_B1,113.5,52.3,101.4,140.9,123.5,30.2,6.87,4.8,33.8,16.77,10.36,8.9,133.1,Good
Bangalore,2015-01-27 07:00:00,Station_B2,435.8,170.3,3.7,23.8,137.4,6.9,8.95,29.7,17.0,10.98,27.12,7.74,335.5,Severe
Delhi,2015-01-27 08:00:00,Station_D1,427.0,343.4,121.2,78.7,146.2,26.6,9.91,84.6,4.3,10.45,15.71,4.1,55.3,Poor
Delhi,2015-01-27 08:00:00,Station_D2,498.8,138.2,57.7,118.4,179.6,36.5,6.07,48.4,150.7,13.91,3.35,2.68,56.4,Poor
Mumbai,2015-01-27 08:00:00,Station_M1,22.6,411.4,116.6,46.0,244.6,33.5,8.69,54.4,48.1,18.73,2.73,1.54,453.9,Moderate
Mumbai,2015-01-27 08:00:00,Station_M2,60.2,545.7,117.8,59.6,39.6,47.1,0.5,22.4,155.9,18.85,24.47,0.43,170.9,Poor
Chennai,2015-01-27 08:00:00,Station_C1,239.6,542.4,60.2,65.4,161.5,22.3,8.32,30.4,49.6,9.84,16.12,9.49,445.5,Good
Chennai,2015-01-27 08:00:00,Station_C2,113.1,57.6,112.1,39.2,169.7,29.9,6.25,9.5,62.2,6.93,6.26,6.73,253.6,Very Poor
Kolkata,2015-01-27 08:00:00,Station_K1,71.2,120.7,169.7,82.6,105.6,20.3,9.56,31.2,59.6,2.3,11.11,8.59,346.0,Good
Kolkata,2015-01-27 08:00:00,Station_K2,371.3,32.1,123.4,62.0,155.3,10.8,6.8,30.4,67.2,12.02,25.08,1.65,496.9,Severe
Bangalore,2015-01-27 08:00:00,Station_B1,208.7,381.8,70.7,131.6,235.1,26.0,4.12,11.5,56.3,2.36,8.79,2.1,384.9,Satisfactory
Bangalore,2015-01-27 08:00:00,Station_B2,314.3,283.0,131.7,85.0,145.1,35.5,2.77,93.0,172.5,1.38,22.94,7.92,356.5,Satisfactory
Delhi,2015-01-27 09:00:00,Station_D1,426.1,293.6,43.0,113.6,133.0,11.6,7.44,86.5,25.0,5.27,24.7,6.93,5.9,Satisfactory
Delhi,2015-01-27 09:00:00,Station_D2,122.0,305.5,25.9,113.6,78.9,38.1,6.39,17.5,54.1,13.65,11.0,4.49,5.2,Very Poor
Mumbai,2015-01-27 09:00:00,Station_M1,336.7,532.7,56.8,25.4,77.4,26.4,6.43,9.0,0.8,11.62,18.21,6.5,28.5,Very Poor
Mumbai,2015-01-27 09:00:00,Station_M2,318.4,92.5,195.8,103.4,29.6,18.5,4.94,68.8,178.3,1.1,2.18,0.08,120.8,Satisfactory
Chennai,2015-01-27 09:00:00,Station_C1,377.1,211.1,170.3,22.6,178.5,32.0,8.36,91.1,147.1,9.83,16.68,6.65,396.6,Poor
Chennai,2015-01-27 09:00:00,Station_C2,283.0,62.5,147.3,68.2,53.5,21.5,0.8,81.5,169.1,17.14,8.05,6.96,269.8,Moderate
Kolkata,2015-01-27 09:00:00,Station_K1,404.1,469.3,169.5,148.3,120.5,0.5,6.76,14.9,71.7,13.2,5.41,8.19,52.1,Good
Kolkata,2015-01-27 09:00:00,Station_K2,39.8,537.4,162.1,70.3,202.9,13.5,2.23,46.4,97.8,18.56,9.93,3.69,484.6,Satisfactory
Bangalore,2015-01-27 09:00:00,Station_B1,156.8,502.4,6.6,72.2,159.7,22.9,0.03,67.2,171.2,19.23,0.68,3.89,189.2,Poor
Bangalore,2015-01-27 09:00:00,Station_B2,175.3,240.0,51.1,94.0,229.0,15.0,2.05,38.0,56.1,3.22,3.82,1.97,232.3,Satisfactory
Delhi,2015-01-27 10:00:00,Station_D1,211.5,60.8,16.6,79.4,146.1,8.2,3.15,39.6,130.2,19.05,18.38,8.96,214.3,Severe
Delhi,2015-01-27 10:00:00,Station_D2,136.9,594.3,99.7,137.0,211.5,49.4,4.26,43.2,55.7,17.35,1.32,1.72,434.5,Severe
Mumbai,2015-01-27 10:00:00,Station_M1,154.7,49.2,112.3,112.8,86.8,4.8,5.04,98.2,185.2,9.12,14.04,6.19,293.0,Severe
Mumbai,2015-01-27 10:00:00,Station_M2,143.2,101.1,40.8,55.1,164.6,4.5,2.51,26.8,14.7,4.24,24.57,4.89,140.5,Satisfactory
Chennai,2015-01-27 10:00:00,Station_C1,92.1,383.5,181.5,83.2,141.8,21.2,5.18,79.3,188.9,7.66,10.79,2.2,80.5,Good
Chennai,2015-01-27 10:00:00,Station_C2,28.5,383.8,161.0,117.3,243.8,24.2,3.02,44.1,108.3,11.4,23.49,5.41,186.5,Satisfactory
Kolkata,2015-01-27 10:00:00,Station_K1,193.5,278.6,171.1,134.5,109.1,25.0,5.04,34.8,82.7,6.07,24.85,2.94,417.2,Moderate
Kolkata,2015-01-27 10:00:00,Station_K2,370.4,485.3,54.6,37.0,204.0,14.7,7.3,47.0,25.7,9.07,26.7,8.32,71.1,Poor
Bangalore,2015-01-27 10:00:00,Station_B1,93.1,497.0,191.7,5.3,97.8,20.4,8.96,8.6,127.0,13.03,15.3,7.95,250.7,Poor
Bangalore,2015-01-27 10:00:00,Station_B2,103.4,120.2,140.8,136.6,152.6,46.1,4.06,52.7,190.0,7.03,4.48,1.27,235.7,Moderate
Delhi,2015-01-27 11:00:00,Station_D1,453.9,594.2,158.3,6.0,116.2,43.4,4.77,13.9,133.7,9.68,26.04,2.32,208.4,Satisfactory
Delhi,2015-01-27 11:00:00,Station_D2,321.4,248.5,70.2,149.6,235.2,4.9,8.63,23.1,24.1,12.67,17.52,4.67,451.4,Very Poor
Mumbai,2015-01-27 11:00:00,Station_M1,458.4,557.6,110.3,77.0,138.4,28.8,6.96,32.4,85.0,18.25,0.38,2.01,31.5,Good
Mumbai,2015-01-27 11:00:00,Station_M2,361.6,439.0,58.4,142.0,63.9,48.6,7.85,33.2,141.6,9.88,6.96,5.13,297.6,Poor
Chennai,2015-01-27 11:00:00,Station_C1,164.8,519.1,48.3,74.9,248.5,20.4,1.56,19.1,44.5,7.09,25.05,7.64,373.9,Poor
Chennai,2015-01-27 11:00:00,Station_C2,72.1,308.1,83.2,127.7,126.7,45.0,2.97,79.5,31.2,9.02,18.26,9.67,364.7,Moderate
Kolkata,2015-01-27 11:00:00,Station_K1,26.9,171.8,102.0,31.5,57.6,16.4,2.42,89.5,99.5,7.32,8.76,7.87,445.0,Poor
Kolkata,2015-01-27 11:00:00,Station_K2,440.2,242.0,45.4,136.9,249.7,39.1,5.97,50.4,138.8,0.3,14.38,8.81,17.7,Severe
Bangalore,2015-01-27 11:00:00,Station_B1,233.3,158.5,11.7,14.5,242.4,39.5,9.72,12.9,41.6,10.6,2.83,6.71,70.0,Satisfactory
Bangalore,2015-01-27 11:00:00,Station_B2,447.9,71.6,6.4,5.8,190.6,14.5,0.77,99.2,113.5,17.92,4.88,5.98,251.4,Poor
Delhi,2015-01-27 12:00:00,Station_D1,162.9,555.3,99.2,58.3,49.7,2.0,6.55,0.1,155.6,9.47,4.9,6.81,85.6,Poor
Delhi,2015-01-27 12:00:00,Station_D2,46.7,72.7,190.3,119.5,245.1,17.2,9.24,14.9,196.1,16.49,5.0,7.99,329.1,Good
Mumbai,2015-01-27 12:00:00,Station_M1,280.4,118.3,27.0,92.8,197.6,23.7,1.52,69.1,192.2,9.73,21.78,9.78,137.4,Good
Mumbai,2015-01-27 12:00:00,Station_M2,331.5,95.1,112.0,97.3,56.8,33.6,9.3,16.8,104.9,1.75,26.19,8.86,10.1,Severe
Chennai,2015-01-27 12:00:00,Station_C1,128.4,363.3,42.2,91.6,214.6,44.7,2.85,55.3,196.3,16.93,29.33,5.37,26.2,Severe
Chennai,2015-01-27 12:00:00,Station_C2,186.2,463.9,116.2,23.5,57.1,31.8,4.27,37.7,35.0,2.95,13.5,5.41,32.4,Moderate
Kolkata,2015-01-27 12:00:00,Station_K1,191.5,219.8,54.6,96.0,180.4,1.1,0.0,63.0,56.3,4.94,1.63,9.22,184.7,Poor
Kolkata,2015-01-27 12:00:00,Station_K2,438.7,26.0,14.8,42.0,79.7,30.1,5.43,36.2,90.6,17.64,6.84,7.27,229.0,Good
Bangalore,2015-01-27 12:00:00,Station_B1,125.5,584.9,67.7,8.5,141.6,36.9,7.21,86.0,149.3,7.57,17.14,5.3,69.8,Severe
Bangalore,2015-01-27 12:00:00,Station_B2,416.1,345.2,126.8,70.9,229.7,43.5,7.55,53.7,51.5,13.96,19.24,0.85,429.6,Satisfactory
Delhi,2015-01-27 13:00:00,Station_D1,23.6,152.2,59.7,45.2,249.1,45.1,4.97,43.0,159.0,18.03,26.54,5.41,266.6,Poor
Delhi,2015-01-27 13:00:00,Station_D2,64.9,22.0,137.7,100.1,104.0,24.3,2.92,91.4,58.8,0.34,19.27,9.7,305.4,Very Poor
Mumbai,2015-01-27 13:00:00,Station_M1,187.9,472.6,11.6,148.7,189.9,1.7,2.23,71.5,48.3,10.62,0.21,2.15,0.4,Poor
Mumbai,2015-01-27 13:00:00,Station_M2,239.9,54.2,159.1,146.1,119.0,48.7,2.77,37.1,189.9,5.54,2.71,3.19,416.7,Severe
Chennai,2015-01-27 13:00:00,Station_C1,69.0,18.6,144.6,105.8,246.8,7.7,3.79,83.0,6.6,3.21,5.46,7.79,185.2,Satisfactory
Chennai,2015-01-27 13:00:00,Station_C2,191.5,178.3,9.4,74.5,209.1,11.2,1.29,17.9,183.3,2.03,28.52,0.12,69.1,Good
Kolkata,2015-01-27 13:00:00,Station_K1,203.3,5.3,169.7,116.9,78.8,2.1,9.18,12.7,182.7,7.29,28.38,5.34,377.5,Satisfactory
Kolkata,2015-01-27 13:00:00,Station_K2,36.2,391.1,199.3,42.5,26.2,38.2,8.09,67.7,69.7,17.84,20.62,9.71,98.8,Moderate
Bangalore,2015-01-27 13:00:00,Station_B1,307.1,93.6,83.8,71.7,40.4,22.0,3.62,13.1,35.1,0.26,24.37,0.61,400.7,Severe
Bangalore,2015-01-27 13:00:00,Station_B2,173.0,126.5,173.3,59.4,238.6,49.2,8.71,90.5,82.2,10.52,11.16,5.42,256.8,Poor
Delhi,2015-01-27 14:00:00,Station_D1,292.8,436.5,99.2,25.9,244.4,2.3,4.71,16.9,150.8,5.93,5.43,7.48,55.5,Satisfactory
Delhi,2015-01-27 14:00:00,Station_D2,73.2,512.1,119.7,69.5,144.1,49.5,7.15,43.3,45.1,14.9,0.91,2.39,284.6,Good
Mumbai,2015-01-27 14:00:00,Station_M1,21.9,330.9,88.1,26.5,247.6,3.1,9.89,12.8,20.9,5.14,14.08,6.33,187.2,Severe
Mumbai,2015-01-27 14:00:00,Station_M2,369.9,115.6,24.2,110.3,205.2,15.9,6.62,32.5,45.3,14.46,15.69,3.27,152.2,Moderate
Chennai,2015-01-27 14:00:00,Station_C1,282.7,104.5,133.9,3.0,20.8,41.6,5.97,95.9,181.6,0.25,7.8,6.95,480.0,Moderate
Chennai,2015-01-27 14:00:00,Station_C2,317.8,592.7,94.8,43.5,195.9,17.1,2.05,12.5,40.9,18.66,21.64,5.17,303.5,Poor
Kolkata,2015-01-27 14:00:00,Station_K1,468.3,14.8,9.4,3.7,216.2,35.1,8.68,17.1,26.2,7.76,20.8,4.82,43.8,Poor
Kolkata,2015-01-27 14:00:00,Station_K2,294.5,209.7,157.1,32.8,60.9,23.9,3.08,99.3,129.4,10.79,17.14,6.42,343.5,Severe
Bangalore,2015-01-27 14:00:00,Station_B1,25.5,372.0,47.6,7.9,245.8,41.9,8.23,55.5,46.5,16.07,14.8,9.44,370.0,Poor
Bangalore,2015-01-27 14:00:00,Station_B2,94.9,284.2,22.6,85.0,151.3,48.1,1.06,71.9,64.0,17.84,9.96,2.05,179.8,Very Poor
Delhi,2015-01-27 15:00:00,Station_D1,186.6,28.0,24.8,3.5,38.8,4.4,5.01,81.8,146.1,5.1,18.72,8.41,348.0,Good
Delhi,2015-01-27 15:00:00,Station_D2,229.3,343.7,138.8,114.3,143.5,47.0,6.63,39.6,13.9,4.88,18.92,8.08,283.4,Poor
Mumbai,2015-01-27 15:00:00,Station_M1,325.5,340.0,22.8,120.9,195.8,17.1,9.94,17.2,135.0,8.41,25.4,5.6,343.6,Very Poor
Mumbai,2015-01-27 15:00:00,Station_M2,302.3,106.6,191.2,134.9,200.0,31.0,3.24,34.9,123.6,4.33,18.54,2.91,199.9,Poor
Chennai,2015-01-27 15:00:00,Station_C1,403.0,525.7,75.5,32.0,111.2,16.1,5.8,95.2,11.5,5.83,2.08,8.89,184.0,Very Poor
Chennai,2015-01-27 15:00:00,Station_C2,127.4,160.9,146.7,82.7,209.2,25.0,3.49,65.8,82.3,7.09,0.8,4.53,148.7,Very Poor
Kolkata,2015-01-27 15:00:00,Station_K1,394.4,445.7,195.3,62.8,234.8,35.2,1.43,66.6,183.0,6.99,24.41,0.44,165.3,Good
Kolkata,2015-01-27 15:00:00,Station_K2,51.6,374.1,66.4,22.5,150.2,17.9,0.04,75.2,9.2,5.13,2.19,2.69,216.9,Satisfactory
